local,category,intercept,coefficients,columns,length
서울특별시 서초구,제모제,8.793108847768991,12.42052473552692,promo_day_cnt,17
서울특별시 서초구,제모제,8.793108847768991,11.467641619919954,promo_ssn_cnt,17
서울특별시 서초구,제모제,8.793108847768991,7.321336656474807,promo_disc_cnt,17
서울특별시 서초구,제모제,8.793108847768991,-1.953232405739912,promo_mem_cnt,17
서울특별시 서초구,제모제,8.793108847768991,-7.742097119457889,promo_co_cnt,17
서울특별시 서초구,제모제,8.793108847768991,1.952123569013955,avg_temp,17
서울특별시 서초구,제모제,8.793108847768991,-1.07254347482954,ilgyo,17
서울특별시 서초구,제모제,8.793108847768991,-0.020368882914941783,avg_rhm,17
서울특별시 서초구,제모제,8.793108847768991,0.023843635928244723,pm10,17
서울특별시 서초구,제모제,8.793108847768991,-0.7254612345530962,cloud,17
서울특별시 서초구,제모제,8.793108847768991,23.437492406509406,gen_cd_F,17
서울특별시 서초구,제모제,8.793108847768991,-23.43749240650941,gen_cd_M,17
서울특별시 서초구,제모제,8.793108847768991,-18.916852625438146,agegr_20_1,17
서울특별시 서초구,제모제,8.793108847768991,37.38887700511296,agegr_20_2,17
서울특별시 서초구,제모제,8.793108847768991,-11.041335852140755,agegr_20_3,17
서울특별시 서초구,제모제,8.793108847768991,-7.430688527534072,agegr_20_4,17
서울특별시 서초구,제모제,8.793108847768991,0.0,서울특별시 서초구,17
